Lane.accession,MLST,Isolate,Year,CTZ,CTX,AMP,AMX,AMC,TZP,CXM,CET,GEN,TBM,TMP,CIP
ERR439674,357,11791_7#10,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434274,361,11657_5#16,2011,S,S,R,,R,S,R,S,R,R,R,R
ERR435045,372,11658_8#42,2009,S,S,R,,S,S,S,S,S,S,R,S
ERR434785,390,11658_5#47,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR435040,390,11658_8#37,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434760,393,11658_5#22,2008,S,S,R,,R,S,S,S,S,S,R,R
ERR434776,393,11658_5#38,2009,S,S,R,,R,S,R,R,S,S,R,R
ERR434961,393,11658_7#31,2012,S,S,R,,S,S,S,S,S,S,R,R
ERR435042,393,11658_8#39,2009,S,S,R,,S,S,S,S,S,S,R,R
ERR434855,404,11658_6#21,2008,S,S,R,,S,S,S,S,S,S,S,S
ERR434941,404,11658_7#11,2008,S,S,R,,R,S,S,S,S,S,S,S
ERR434858,405,11658_6#24,2009,S,S,R,,R,S,R,S,S,S,R,S
ERR434940,405,11658_7#10,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434934,405,11658_7#4,2007,S,S,R,,S,S,S,S,S,S,S,S
ERR435035,405,11658_8#32,2008,S,S,R,,S,S,S,S,S,S,R,S
ERR435054,405,11658_8#51,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435389,420,11679_7#2,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434637,421,11658_3#91,2011,S,S,R,,S,S,S,S,S,S,R,S
ERR435294,421,11679_6#3,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434276,428,11657_5#18,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434864,428,11658_6#30,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434872,428,11658_6#38,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR434552,442,11658_3#6,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434665,448,11658_4#23,2012,S,S,R,,R,,S,S,S,S,S,R
ERR434263,453,11657_5#5,2007,S,S,R,,S,S,S,S,R,R,R,S
ERR434355,453,11657_6#1,2007,S,S,R,,S,S,S,S,S,S,R,R
ERR434459,453,11657_7#9,2010,S,S,R,,S,S,S,S,S,S,S,R
ERR439535,457,11791_3#3,2012,S,S,R,,S,S,S,S,S,S,S,S
ERR434648,538,11658_4#6,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435486,538,11679_8#3,2011,S,S,R,,R,S,R,R,S,S,S,S
ERR434870,540,11658_6#36,2010,S,S,R,,R,R,S,S,S,S,R,S
ERR439691,547,11791_7#27,2012,S,S,R,,S,S,R,R,S,S,S,S
ERR434281,550,11657_5#23,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434372,550,11657_6#18,2011,S,S,R,,S,S,S,S,S,S,S,S
ERR434465,550,11657_7#15,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR435113,550,11679_4#14,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435047,567,11658_8#44,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434950,569,11658_7#20,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435052,569,11658_8#49,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR435407,624,11679_7#20,2012,S,S,S,,S,S,S,S,S,S,R,R
ERR434863,625,11658_6#29,2009,S,S,R,,S,R,S,S,S,S,S,S
ERR434646,635,11658_4#4,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434464,646,11657_7#14,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434559,648,11658_3#13,2010,S,S,R,,R,S,R,R,R,R,R,R
ERR434741,648,11658_5#3,2007,S,S,R,,S,S,S,S,S,S,R,R
ERR435033,648,11658_8#30,2008,R,R,R,,R,S,R,R,R,R,S,R
ERR435100,648,11679_4#1,2007,S,R,R,,R,S,R,R,S,S,R,R
ERR439671,648,11791_7#6,2007,S,S,R,,R,R,R,R,S,R,R,R
ERR435296,753,11679_6#5,2010,S,S,R,,R,S,R,R,S,S,S,S
ERR434955,5576,11658_7#25,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435036,963,11658_8#33,2008,R,R,R,,S,S,R,R,S,S,S,S
ERR435488,963,11679_8#5,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434790,973,11658_5#52,2012,S,S,S,,S,S,S,R,S,S,S,S
ERR434558,976,11658_3#12,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434781,998,11658_5#43,2011,S,S,R,,R,S,S,S,S,S,S,S
ERR435201,998,11679_5#6,2012,S,S,R,,R,S,S,S,S,S,R,S
ERR434359,5663,11657_6#5,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434841,1148,11658_6#7,2007,S,S,S,,S,S,S,S,S,S,R,S
ERR434865,5629,11658_6#31,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR435202,1170,11679_5#7,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435305,1193,11679_6#14,2012,S,S,R,,S,S,S,S,R,R,R,R
ERR434958,5589,11658_7#28,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434358,1431,11657_6#4,2008,S,S,R,,S,S,S,S,S,S,R,R
ERR434783,1431,11658_5#45,2011,S,S,R,,R,S,S,S,S,S,R,R
ERR434262,5338,11657_5#4,2007,S,S,S,,S,,S,S,S,S,S,S
ERR439673,1485,11791_7#9,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR434970,1494,11658_7#40,2011,S,S,S,,S,S,S,S,S,S,S,S
ERR434848,1594,11658_6#14,2008,S,S,S,,S,S,S,S,S,S,R,R
ERR434362,1618,11657_6#8,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR434548,1722,11658_3#2,2010,S,S,R,,R,S,R,R,S,S,R,S
ERR435303,1979,11679_6#12,2011,S,S,R,,R,S,S,S,S,S,R,S
ERR434547,2015,11658_3#1,2007,S,S,S,,S,S,S,S,S,S,S,S
ERR434267,2067,11657_5#9,2009,S,S,S,,S,S,S,S,S,S,S,S
ERR434279,2526,11657_5#21,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR434651,2773,11658_4#9,2008,S,S,S,,S,S,S,S,S,S,S,S
ERR435203,2802,11679_5#8,2012,S,S,S,,S,S,S,S,S,S,S,S
ERR435293,2967,11679_6#2,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR435302,4702,11679_6#11,2011,S,R,R,,S,S,R,R,S,S,S,S
ERR434268,223,11657_5#10,2010,S,S,S,,S,S,S,S,S,S,S,S
ERR1218534,,18090_6#33,2014,R,R,R,,R,R,R,R,S,S,R,S
ERR1218535,131,18090_6#34,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218536,131,18090_6#35,2015,S,R,R,,S,S,R,R,R,R,S,R
ERR1218537,542,18090_6#36,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218538,5940,18090_6#37,2015,R,R,R,,R,S,R,R,R,S,S,R
ERR1218539,38,18090_6#38,2015,S,R,R,,R,S,R,R,S,S,R,S
ERR1218540,46,18090_6#39,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218541,617,18090_6#40,2015,S,R,R,,S,S,R,R,S,S,S,R
ERR1218542,131,18090_6#41,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218543,5941,18090_6#42,2015,S,R,R,,S,S,R,R,S,S,S,R
ERR1218544,131,18090_6#43,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218545,131,18090_6#44,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218546,58,18090_6#45,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218547,542,18090_6#46,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218548,93,18090_6#47,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218549,101,18090_6#48,2015,S,R,R,,R,S,R,R,R,S,S,S
ERR1218550,101,18090_6#49,2015,S,R,R,,R,S,R,R,R,S,S,S
ERR1218551,58,18090_6#50,2015,S,R,R,,R,S,R,R,R,R,R,S
ERR1218552,206,18090_6#51,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218553,641,18090_6#52,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218554,10,18090_6#53,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218555,953,18090_6#54,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218556,744,18090_6#55,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218557,131,18090_6#56,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218558,,18090_6#57,2015,R,R,R,,S,S,R,R,S,S,R,R
ERR1218559,1602,18090_6#58,2014,R,R,R,,S,S,R,R,R,R,R,R
ERR1218560,405,18090_6#59,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218561,3045,18090_6#60,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218562,10,18090_6#61,2015,R,R,R,,S,S,R,R,R,R,S,S
ERR1218563,10,18090_6#62,2015,R,R,R,,R,R,R,R,R,R,S,R
ERR1218564,88,18090_6#63,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218581,457,18090_6#80,2014,R,R,R,,S,S,R,R,R,R,R,R
ERR1218582,131,18090_6#81,2014,S,R,R,,S,S,R,R,S,S,R,R
ERR1218583,69,18090_6#82,2014,R,R,R,,R,S,R,R,R,R,R,S
ERR1218584,428,18090_6#83,2014,R,R,R,,S,S,R,R,S,R,S,S
ERR1218585,38,18090_6#84,2014,S,R,R,,S,S,R,R,R,R,R,R
ERR1218586,405,18090_6#85,2014,R,R,R,,R,R,R,R,S,R,R,R
ERR1218587,75,18090_6#86,2014,R,R,R,,R,S,R,R,R,R,R,S
ERR1218588,44,18090_6#87,2015,R,R,R,,R,R,R,R,S,S,R,R
ERR1218589,131,18090_6#88,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218590,69,18090_6#89,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218591,442,18090_6#90,2015,S,R,R,,S,S,R,R,R,R,S,S
ERR1218592,131,18090_6#91,2015,S,R,R,,R,S,R,R,R,S,S,R
ERR1218593,457,18090_6#92,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218594,354,18090_6#93,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218595,38,18090_6#94,2015,S,R,R,,R,S,R,R,R,S,R,S
ERR1218596,196,18090_6#95,2015,R,R,R,,S,S,R,R,R,R,S,S
ERR1218606,131,18090_7#10,2015,S,R,R,,R,S,R,R,R,R,S,R
ERR1218607,131,18090_7#11,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218608,2003,18090_7#12,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218609,131,18090_7#13,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218610,410,18090_7#14,2015,R,R,R,,S,S,R,R,R,R,S,R
ERR1218611,405,18090_7#15,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218612,405,18090_7#16,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218613,5942,18090_7#17,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218614,38,18090_7#18,2015,R,R,R,,S,S,R,R,S,S,R,S
ERR1218615,95,18090_7#19,2015,R,R,R,,S,S,R,R,R,S,S,S
ERR1218597,2003,18090_7#1,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218616,131,18090_7#20,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218617,648,18090_7#21,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218618,354,18090_7#22,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218619,2186,18090_7#23,2015,S,R,R,,R,S,R,R,R,R,S,S
ERR1218620,457,18090_7#24,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218621,44,18090_7#25,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218622,131,18090_7#26,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218623,131,18090_7#27,2015,R,R,R,,S,S,R,R,S,S,S,R
ERR1218624,131,18090_7#28,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218625,131,18090_7#29,2015,S,R,R,,S,S,R,R,S,S,S,R
ERR1218598,131,18090_7#2,2015,R,R,R,,R,R,R,R,S,S,S,R
ERR1218626,-48,18090_7#30,2015,R,R,R,,S,S,R,R,S,S,R,R
ERR1218627,410,18090_7#31,2015,R,R,R,,R,R,R,R,R,R,S,R
ERR1218628,131,18090_7#32,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218629,1193,18090_7#33,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218630,-47,18090_7#34,2015,R,R,R,,R,S,R,R,R,R,S,R
ERR1218631,421,18090_7#35,2015,S,R,R,,S,S,R,R,R,S,R,S
ERR1218632,131,18090_7#36,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218633,131,18090_7#37,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218634,648,18090_7#38,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218635,-49,18090_7#39,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218599,457,18090_7#3,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218636,457,18090_7#40,2015,S,R,R,,R,S,R,R,R,R,S,R
ERR1218637,-44,18090_7#41,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218639,457,18090_7#43,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218640,127,18090_7#44,2015,R,R,R,,S,S,R,R,R,R,S,S
ERR1218641,10,18090_7#45,2015,R,R,R,,R,S,R,R,R,R,S,S
ERR1218642,542,18090_7#46,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218643,,18090_7#47,2015,S,R,R,,R,S,R,R,R,R,S,S
ERR1218644,5943,18090_7#48,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218645,5943,18090_7#49,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218600,405,18090_7#4,2015,R,R,R,,R,S,R,R,S,R,R,R
ERR1218646,2003,18090_7#50,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218647,2003,18090_7#51,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218648,218,18090_7#52,2015,S,R,R,,S,S,R,R,R,R,S,S
ERR1218649,877,18090_7#53,2015,S,R,R,,S,S,R,R,R,S,R,S
ERR1218650,48,18090_7#54,2015,S,R,R,,S,S,R,R,R,S,R,R
ERR1218651,48,18090_7#55,2015,R,R,R,,S,S,R,R,R,R,S,R
ERR1218652,6622,18090_7#56,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218653,1485,18090_7#57,2015,R,R,R,,R,R,R,R,S,S,R,S
ERR1218654,405,18090_7#58,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218655,5944,18090_7#59,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218601,131,18090_7#5,2015,S,R,R,,R,S,R,R,R,R,S,R
ERR1218656,538,18090_7#60,2015,R,R,R,,R,S,R,R,R,R,R,S
ERR1218658,4214,18090_7#62,2015,S,R,R,,S,S,R,R,S,S,R,S
ERR1218659,5945,18090_7#63,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218660,48,18090_7#64,2015,S,R,R,,S,S,R,R,S,S,R,S
ERR1218661,746,18090_7#65,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218662,205,18090_7#66,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218663,10,18090_7#67,2015,S,R,R,,S,S,R,R,R,R,S,R
ERR1218664,191,18090_7#68,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218665,1295,18090_7#69,2015,S,R,R,,R,S,R,R,R,R,R,S
ERR1218602,2179,18090_7#6,2015,R,R,R,,S,S,R,R,R,R,S,R
ERR1218666,1642,18090_7#70,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218667,3045,18090_7#71,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218668,165,18090_7#72,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218669,165,18090_7#73,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218670,5558,18090_7#74,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218671,5558,18090_7#75,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218672,3045,18090_7#76,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218673,3045,18090_7#77,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218674,1056,18090_7#78,2015,R,R,R,,R,S,R,R,R,R,R,S
ERR1218675,1196,18090_7#79,2015,S,R,R,,R,S,R,R,S,S,S,R
ERR1218603,-47,18090_7#7,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218676,847,18090_7#80,2015,R,R,R,,S,S,R,R,R,R,R,S
ERR1218677,1196,18090_7#81,2015,S,R,R,,R,S,R,R,S,S,S,R
ERR1218678,38,18090_7#82,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218679,38,18090_7#83,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218680,38,18090_7#84,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218681,3268,18090_7#85,2015,S,R,R,,S,S,R,R,R,R,S,S
ERR1218682,131,18090_7#86,2015,R,R,R,,S,S,R,R,S,S,R,R
ERR1218683,398,18090_7#87,2015,S,R,R,,R,S,R,R,R,R,R,S
ERR1218684,131,18090_7#88,2015,S,R,R,,R,S,R,R,R,R,R,R
ERR1218685,196,18090_7#89,2015,S,R,R,,R,S,R,R,R,R,S,S
ERR1218604,410,18090_7#8,2015,R,R,R,,S,S,R,R,R,R,S,R
ERR1218686,1001,18090_7#90,2015,S,R,R,,S,S,R,R,R,R,S,S
ERR1218687,-52,18090_7#91,2015,R,R,R,,S,S,R,R,S,S,S,S
ERR1218688,877,18090_7#92,2015,R,R,R,,S,S,R,R,R,S,S,S
ERR1218689,-47,18090_7#93,2015,R,R,R,,S,S,R,R,S,S,R,R
ERR1218690,354,18090_7#94,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218605,405,18090_7#9,2015,R,R,R,,R,S,R,R,R,R,R,R
ERR1218700,10,18090_8#10,2015,R,R,R,,R,R,R,R,R,R,S,R
ERR1218701,48,18090_8#11,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218702,5948,18090_8#12,2015,S,R,R,,S,S,R,R,R,S,R,S
ERR1218703,20,18090_8#13,2015,R,R,R,,S,S,R,R,R,R,S,S
ERR1218704,20,18090_8#14,2015,R,R,R,,S,S,R,R,R,R,S,S
ERR1218705,405,18090_8#15,2015,R,R,R,,R,R,R,R,R,R,R,R
ERR1218706,38,18090_8#16,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218707,410,18090_8#17,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218708,2003,18090_8#18,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218709,93,18090_8#19,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218691,1585,18090_8#1,2015,S,R,R,,R,R,R,R,S,R,R,R
ERR1218710,5949,18090_8#20,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218711,1295,18090_8#21,2015,S,R,R,,R,S,R,R,R,R,R,S
ERR1218712,354,18090_8#22,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218713,354,18090_8#23,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218714,10,18090_8#24,2015,R,R,R,,S,S,R,R,R,R,R,R
ERR1218715,10,18090_8#25,2015,S,R,R,,S,S,R,R,R,R,S,R
ERR1218716,88,18090_8#26,2015,S,R,R,,R,S,R,R,R,S,S,R
ERR1218717,2165,18090_8#27,2015,R,R,R,,R,S,R,R,R,R,R,S
ERR1218718,410,18090_8#28,2015,R,R,R,,R,S,R,R,S,R,R,R
ERR1218719,5950,18090_8#29,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218692,34,18090_8#2,2015,S,R,R,,S,S,R,R,S,S,R,R
ERR1218720,5951,18090_8#30,2015,S,R,R,,S,S,R,R,R,R,R,S
ERR1218721,10,18090_8#31,2015,R,R,R,,R,R,R,R,R,R,S,R
ERR1218723,654,18090_8#33,2015,S,R,R,,R,S,R,R,R,R,S,S
ERR1218693,1585,18090_8#3,2015,R,R,R,,R,R,R,R,S,R,R,R
ERR1218736,,18090_8#46,2015,S,S,R,,S,S,S,S,S,S,S,S
ERR1218694,5946,18090_8#4,2015,S,R,R,,S,S,R,R,R,R,S,R
ERR1218695,345,18090_8#5,2015,S,R,R,,S,S,R,R,R,S,S,S
ERR1218696,716,18090_8#6,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218697,345,18090_8#7,2015,S,R,R,,S,S,R,R,R,R,R,R
ERR1218774,,18090_8#84,2015,S,R,R,,S,S,R,R,S,S,S,S
ERR1218698,5947,18090_8#8,2015,R,R,R,,S,S,R,R,R,S,R,R
ERS1995070,394,24742_1#100,,S,S,R,,,,S,S,S,S,S,S
ERS1995071,12,24742_1#101,,S,S,R,,,,S,S,S,S,S,S
ERS1995072,297,24742_1#102,,S,S,R,,,,S,S,S,S,S,S
ERS1995073,141,24742_1#103,,S,S,S,,,,S,S,S,S,S,S
ERS1995075,409,24742_1#105,,S,S,R,,,,S,S,S,S,S,S
ERS1994945,73,24742_1#11,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995095,7100,24742_1#125,,S,S,S,,,,S,S,S,S,S,S
ERS1995097,95,24742_1#127,,S,S,S,,,,S,S,S,S,S,S
ERS1995098,48,24742_1#128,,S,S,S,,,,S,S,S,S,S,S
ERS1994946,43,24742_1#12,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995100,10,24742_1#130,,S,S,S,,,,S,S,S,S,S,S
ERS1995103,3381,24742_1#133,,S,S,S,,,,S,S,S,S,S,S
ERS1995104,6271,24742_1#134,1997,S,S,S,,,,S,S,S,S,S,S
ERS1995106,131,24742_1#135,,S,S,R,,,,S,R,S,R,S,S
ERS1995112,93,24742_1#137,,S,S,S,,,,S,S,S,S,R,S
ERS1995113,8863,24742_1#138,,S,S,S,,,,S,S,S,S,S,S
ERS1995114,100,24742_1#139,,S,S,R,,,,S,S,S,R,S,S
ERS1994947,224,24742_1#13,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995115,617,24742_1#140,2012,R,R,R,,,,R,R,R,R,R,R
ERS1995116,3,24742_1#141,,S,S,R,,,,S,S,S,S,S,S
ERS1995117,448,24742_1#142,,R,R,R,,,,R,R,R,R,R,R
ERS1995118,11,24742_1#143,,S,S,S,,,,S,S,S,S,S,S
ERS1995119,73,24742_1#144,,S,S,R,,,,S,R,S,R,S,S
ERS1995122,10,24742_1#145,2013,S,S,R,,,,S,R,S,S,R,S
ERS1995124,10,24742_1#146,,S,S,R,,,,S,S,S,S,S,S
ERS1995126,12,24742_1#148,1999,S,S,R,,,,S,R,S,S,R,S
ERS1995127,4627,24742_1#149,,S,S,R,,,,S,S,R,R,S,S
ERS1994948,69,24742_1#14,2017,S,R,R,,,,R,S,S,S,R,S
ERS1995128,10,24742_1#150,,S,S,S,,,,S,S,S,S,S,S
ERS1995131,10,24742_1#153,,S,S,R,,,,S,S,S,S,R,S
ERS1995132,73,24742_1#154,,R,S,R,,,,R,R,S,S,S,R
ERS1995133,590,24742_1#155,,S,S,R,,,,S,S,S,S,S,S
ERS1995137,127,24742_1#156,2013,R,R,R,,,,R,R,R,R,S,R
ERS1995138,8862,24742_1#157,2002,R,R,R,,,,R,R,R,R,S,R
ERS1995140,599,24742_1#158,,S,S,R,,,,S,S,S,S,S,S
ERS1995141,10,24742_1#159,1994,S,S,S,,,,S,S,S,S,S,S
ERS1994950,10,24742_1#15,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995146,1679,24742_1#162,,S,S,S,,,,S,S,S,R,S,S
ERS1995150,70,24742_1#164,1998,S,S,R,,,,S,S,S,S,S,S
ERS1995152,59,24742_1#165,2005,S,S,S,,,,S,S,S,R,R,S
ERS1995155,597,24742_1#166,1999,S,S,R,,,,S,S,S,S,R,S
ERS1995156,443,24742_1#167,,R,S,R,,,,S,R,S,S,S,S
ERS1995157,8861,24742_1#168,2005,R,S,R,,,,R,R,R,R,S,S
ERS1995162,73,24742_1#169,,S,S,R,,,,S,S,S,R,R,S
ERS1994951,1973,24742_1#16,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995167,409,24742_1#170,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995168,390,24742_1#171,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995170,2320,24742_1#172,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995171,131,24742_1#173,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995172,69,24742_1#174,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995173,2320,24742_1#175,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995174,69,24742_1#176,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995175,6152,24742_1#177,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995176,12,24742_1#178,2017,S,S,R,,,,R,S,S,S,S,S
ERS1995177,354,24742_1#179,2017,R,S,R,,,,R,R,S,S,S,R
ERS1994952,38,24742_1#17,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995178,543,24742_1#180,2017,S,S,S,,,,R,S,S,S,S,S
ERS1995179,117,24742_1#181,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995180,48,24742_1#182,2017,S,S,R,,,,S,R,S,S,R,S
ERS1995181,131,24742_1#183,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995182,73,24742_1#184,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995184,354,24742_1#185,2017,R,S,S,,,,R,R,S,S,S,R
ERS1995185,69,24742_1#186,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995186,73,24742_1#187,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995187,354,24742_1#188,2017,S,S,R,,,,R,R,S,S,S,R
ERS1995188,69,24742_1#189,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994956,10,24742_1#18,2017,S,S,R,,,,S,S,S,S,S,R
ERS1995189,2320,24742_1#190,2017,R,S,R,,,,S,S,S,S,S,S
ERS1995192,131,24742_1#191,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995193,62,24742_1#192,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995194,69,24742_1#193,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995195,131,24742_1#194,2017,R,R,R,,,,R,R,S,S,R,R
ERS1995197,69,24742_1#195,2017,R,S,R,,,,S,S,S,S,R,S
ERS1995198,88,24742_1#196,2017,R,S,R,,,,R,R,S,S,R,R
ERS1995199,1146,24742_1#197,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995200,720,24742_1#198,2017,S,S,R,,,,S,S,S,S,S,S
ERS1995201,405,24742_1#199,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994958,69,24742_1#19,2017,S,S,R,,,,S,S,S,S,S,S
ERS1994919,131,24742_1#1,2008,R,R,R,,,,R,R,S,R,R,R
ERS1995202,9781,24742_1#200,2017,S,S,R,,,,S,S,S,S,R,S
ERS1995203,710,24742_1#201,2017,S,S,S,,,,S,S,S,S,S,S
ERS1995206,10,24742_1#204,,S,S,S,,,,S,S,S,S,S,S
ERS1995210,38,24742_1#205,2008,R,R,R,,,,R,R,R,R,R,S
ERS1995213,43,24742_1#207,2008,R,R,R,,,,R,R,R,R,R,R
ERS1995214,453,24742_1#208,2008,R,R,R,,,,R,R,S,S,R,S
ERS1995215,131,24742_1#209,2008,R,R,R,,,,R,R,R,R,R,S
